"","binSent[, 1]","binSent[, 2]","binSent[, 5]","SentimentLM","binSent[, 12]"
"5764",78,"positive","positive","positive","positive"
"5765",76,"positive","positive","positive","positive"
"5766",34,"positive","positive","positive","positive"
"5767",21,"positive","positive","positive","positive"
"5768",57,"positive","positive","positive","positive"
"5769",110,"positive","positive","positive","positive"
"5770",42,"positive","positive","positive","positive"
"5771",114,"positive","positive","positive","positive"
"5772",11,"positive","positive","positive","positive"
"5773",11,"positive","positive","positive","positive"
"5774",96,"negative","positive","negative","positive"
"5775",52,"positive","positive","positive","positive"
"5776",99,"positive","positive","positive","positive"
"5777",29,"positive","positive","positive","positive"
"5778",220,"positive","positive","positive","positive"
"5779",69,"positive","positive","negative","positive"
"5780",86,"positive","positive","positive","positive"
"5781",111,"positive","negative","positive","positive"
"5782",126,"positive","positive","positive","positive"
"5783",33,"positive","positive","negative","positive"
"5784",147,"positive","positive","negative","positive"
"5785",101,"positive","positive","positive","positive"
"5786",111,"positive","positive","positive","positive"
"5787",40,"positive","positive","negative","positive"
"5788",325,"positive","positive","negative","positive"
"5789",186,"positive","positive","positive","positive"
"5790",17,"negative","positive","positive","negative"
"5791",73,"positive","negative","positive","positive"
"5792",17,"positive","negative","positive","positive"
"5793",11,"positive","positive","positive","positive"
"5794",41,"positive","positive","positive","positive"
"5795",82,"positive","positive","positive","positive"
"5796",99,"positive","positive","negative","positive"
"5797",42,"positive","positive","negative","positive"
"5798",112,"positive","positive","positive","positive"
"5799",30,"positive","positive","positive","positive"
"5800",56,"positive","positive","positive","positive"
"5801",78,"negative","positive","positive","positive"
"5802",8,"positive","positive","positive","positive"
"5803",51,"positive","positive","positive","positive"
"5804",12,"positive","positive","positive","positive"
"5805",198,"positive","positive","positive","positive"
"5806",63,"positive","positive","negative","positive"
"5807",12,"positive","positive","positive","positive"
"5808",18,"positive","positive","positive","positive"
"5809",39,"positive","positive","positive","positive"
"5810",18,"negative","positive","negative","negative"
"5811",41,"positive","positive","positive","positive"
"5812",3,"positive","positive","positive","positive"
"5813",5,"negative","negative","negative","negative"
"5814",152,"positive","positive","positive","positive"
"5815",30,"positive","positive","positive","positive"
"5816",63,"positive","positive","negative","positive"
"5817",33,"positive","positive","negative","positive"
"5818",74,"positive","positive","positive","positive"
"5819",97,"positive","positive","negative","positive"
"5820",66,"positive","positive","positive","positive"
"5821",31,"positive","positive","positive","positive"
"5822",35,"positive","negative","positive","positive"
"5823",103,"positive","positive","positive","positive"
"5824",63,"positive","positive","negative","positive"
"5825",62,"positive","positive","positive","positive"
"5826",261,"positive","positive","positive","positive"
"5827",35,"positive","positive","positive","positive"
"5828",12,"positive","positive","positive","positive"
"5829",17,"positive","positive","negative","positive"
"5830",55,"positive","positive","positive","positive"
"5831",60,"positive","positive","positive","positive"
"5832",19,"positive","positive","positive","positive"
"5833",86,"negative","positive","negative","negative"
"5834",199,"positive","positive","negative","positive"
"5835",217,"positive","positive","negative","positive"
"5836",24,"positive","positive","positive","positive"
"5837",125,"positive","positive","positive","positive"
"5838",17,"positive","positive","positive","positive"
"5839",31,"positive","positive","positive","positive"
"5840",6,"positive","positive","positive","positive"
"5841",75,"positive","positive","positive","positive"
"5842",27,"positive","positive","positive","positive"
"5843",62,"positive","positive","positive","positive"
"5844",38,"positive","positive","positive","positive"
"5845",39,"positive","positive","positive","positive"
"5846",21,"positive","positive","positive","positive"
"5847",79,"positive","positive","negative","positive"
"5848",36,"positive","positive","negative","positive"
"5849",25,"positive","positive","positive","positive"
"5850",49,"positive","positive","positive","positive"
"5851",10,"positive","positive","positive","positive"
"5852",102,"positive","positive","positive","positive"
"5853",167,"positive","positive","positive","positive"
"5854",37,"negative","positive","positive","positive"
"5855",17,"positive","positive","positive","positive"
"5856",20,"positive","positive","positive","positive"
"5857",117,"positive","negative","negative","positive"
"5858",45,"negative","positive","negative","negative"
"5859",81,"positive","positive","positive","positive"
"5860",119,"positive","positive","negative","positive"
"5861",143,"positive","positive","positive","positive"
"5862",80,"positive","positive","positive","positive"
"5863",3,"positive","positive","positive","positive"
"5864",41,"positive","positive","positive","positive"
"5865",10,"positive","positive","positive","positive"
"5866",34,"positive","positive","positive","positive"
"5867",249,"positive","positive","positive","positive"
"5868",113,"positive","negative","negative","positive"
"5869",55,"positive","positive","positive","positive"
"5870",47,"positive","positive","positive","positive"
"5871",178,"positive","positive","positive","positive"
"5872",110,"positive","positive","negative","positive"
"5873",33,"positive","positive","negative","negative"
"5874",52,"positive","positive","positive","positive"
"5875",16,"positive","positive","positive","positive"
"5876",149,"positive","positive","positive","positive"
"5877",93,"positive","positive","negative","positive"
"5878",57,"positive","positive","positive","positive"
"5879",48,"positive","negative","negative","positive"
"5880",122,"positive","positive","positive","negative"
"5881",19,"positive","positive","positive","positive"
"5882",7,"positive","positive","positive","positive"
